Index	BlockID
142	blk_2517458741737978915
184	blk_6500885534470305515
51	blk_-2269229456809286245
1737	blk_581905092899945846
1394	blk_6700750100000621573
1666	blk_4385101561254538152
10	blk_4307966959260230178
934	blk_6265381268578059517
913	blk_2171704331359744325
144	blk_-735409413125743850
1342	blk_-367112094390607214
295	blk_199952484233987871
1874	blk_5420310157489433806
1997	blk_5163905481213871097
1137	blk_924070106979761408
327	blk_-400259766209704543
1567	blk_1132941339173437624
1477	blk_1473889098354621549
919	blk_-7985219716739018502
1698	blk_-1485307602494178737
361	blk_118257905547376748
331	blk_-7261253586772736174
246	blk_-2883495275109949372
1644	blk_3260434669228989761
457	blk_4920883647276997242
304	blk_-3695622201663631143
1003	blk_-7603006736250389311
1230	blk_-5018084564224546560
824	blk_2187478173832474091
1550	blk_6477964726827334530
1546	blk_2147953012224570757
1840	blk_-6790957108050592532
1015	blk_-7640899351002099047
1435	blk_-194680452416035287
72	blk_1135254705292441798
1405	blk_7271470328773604987
1154	blk_-4758550695038416121
724	blk_-5874322603258141397
148	blk_-8019989953770505949
770	blk_5217753979357565902
260	blk_-102294569041718783
1503	blk_3417884352668058277
215	blk_7677335104568508516
1244	blk_694934607136298977
1732	blk_2594937870441475829
789	blk_-335400954954398604
1376	blk_6093869032268634104
757	blk_3092546033666093151
1196	blk_-3099560765886990821
160	blk_-4069422170428848615
687	blk_-4723685249238009312
302	blk_2722615995919101242
1701	blk_8357530584182996751
1595	blk_9174470993595452521
821	blk_-7279657073673967747
453	blk_-4963414100785447709
1463	blk_-9179664420278958401
990	blk_8286394799722271561
1965	blk_7418317509184077415
1752	blk_6737363133395922140
1998	blk_3697872521406916153
382	blk_-4006066196150813823
872	blk_5966273608441855288
632	blk_64664006859011825
1310	blk_-8617251001937176677
1010	blk_-1146293048942924995
1357	blk_-2506531262678924169
179	blk_-198001990263309423
479	blk_6911257753016846026
466	blk_-3671558503683980943
237	blk_1471638750025691835
1858	blk_-4249192005433930047
1623	blk_-3417719046509035475
100	blk_4047025175503739228
1374	blk_-3079919889691669792
786	blk_-2741182302758124154
760	blk_381056662637104571
1665	blk_7720319108858620858
658	blk_-6411738044258334054
1403	blk_-8719952690293272359
1576	blk_-5481543320661313581
552	blk_1967263735152108804
1060	blk_5794635968637489895
1906	blk_-6760542866649561009
1349	blk_-4764096280673511983
1723	blk_5943084372200952335
1663	blk_-3038496212189156043
1146	blk_-2278340401821382661
1792	blk_-8542313756214554092
884	blk_5179412013668274996
1365	blk_7699136897295362403
1460	blk_-3448634184839587404
620	blk_2808576064161249290
1138	blk_-5394576383643481564
628	blk_-6609965253870581471
309	blk_-1495341219135696547
982	blk_8286304207833967636
1341	blk_-6208475027112777629
487	blk_3715048526064032229
1096	blk_-1323987812766910500
692	blk_6859594097192360218
966	blk_7401031543925548483
77	blk_-317876995937637619
34	blk_-8848144932664192833
1056	blk_3617182122569786359
530	blk_-7059852101543136577
813	blk_-6846430871985664406
610	blk_6399208964958144204
443	blk_4763875358224635633
1255	blk_-6853863040530514317
1352	blk_-2171908580020535343
1275	blk_4168012168396140196
665	blk_-4766029229289434279
76	blk_4617282895084170211
519	blk_-6387918921177931271
1344	blk_-7621181356133967350
165	blk_-2820771132581958069
1036	blk_-1071585093935049096
828	blk_5986973462800504915
240	blk_1759048805624870280
1530	blk_-974548084319180744
634	blk_-7734503046933222097
926	blk_-7045786201270545660
1409	blk_1187779959331833337
1642	blk_-8108913101671416218
1810	blk_-1143090611805359664
1296	blk_8628622593129945514
1249	blk_4238049644858095760
1416	blk_919502218667502542
1267	blk_-6120434036924151209
1233	blk_-1343585946866721259
1272	blk_-1084934230636269990
829	blk_-4896153036094173876
832	blk_737315543294304119
780	blk_7163736585983033206
964	blk_-858422763215167497
99	blk_7152012230676657764
801	blk_7693007787852160605
1639	blk_4748063031284071417
1259	blk_6616106968850324774
1924	blk_318107819619915352
1118	blk_-5576529702601305332
1547	blk_-5418463398379218624
440	blk_5630598215908379294
803	blk_5893344177844744937
1502	blk_3398895774756384185
1382	blk_5133145105673135341
36	blk_-1841800835153423091
232	blk_-6285821939065200108
1293	blk_-2176081025854904840
224	blk_14307168010726571
93	blk_-3461055837951983217
1616	blk_-5596019781484866502
1205	blk_7098882625704366959
1433	blk_3041870019963889709
1557	blk_-505292480198782705
1220	blk_-6435299232392814993
299	blk_-7499092075719126101
1955	blk_-2738845185339546937
1601	blk_4427891175874536908
705	blk_7462110129715105150
1013	blk_3969527359969779500
193	blk_3821365888325171422
1740	blk_380533225518719591
1134	blk_8951533896207729937
596	blk_-2733895371872109082
905	blk_-5799595030542146553
211	blk_-863348276955753012
1270	blk_2934486963425188357
1222	blk_-2800403974488740193
1507	blk_-8619760107409593034
1718	blk_-5651584187563007999
1521	blk_-220221462769725441
1139	blk_-4124786161289042753
1882	blk_7059453252058049070
1609	blk_-4659462429061842357
140	blk_-1363215361428358392
633	blk_-521049183345718608
650	blk_2428544687388589141
88	blk_8285850012175765533
270	blk_-8071219273906996752
1680	blk_-2474450827684367513
59	blk_-3810868351840025572
1373	blk_-8765304051010520919
1821	blk_8796451721617347806
1686	blk_4429000043357152206
1578	blk_5910786483440032382
1009	blk_-361789931477634679
1568	blk_3320802097195915404
688	blk_721967865628364049
1338	blk_5060196052049998693
113	blk_-8370056728265681090
218	blk_-1971286480540141954
56	blk_-2471560030099321642
1232	blk_7857272495445073287
452	blk_8228765461892311764
178	blk_-4196299963920362779
1313	blk_7409966468675356648
219	blk_-8996682531671537510
389	blk_-5852405701626095475
248	blk_-4386127271238022677
393	blk_6227393015256648422
1026	blk_-6728287643564642304
920	blk_-223565970859072074
1386	blk_-2133674067792966906
731	blk_4295448846119224798
800	blk_-7913932022755968700
268	blk_5937769040118768102
60	blk_1191493029953191356
145	blk_-6194159881804976465
121	blk_1870886633433448796
92	blk_1404283941393500883
280	blk_-2884839830779192127
1750	blk_-1189741725496195370
571	blk_-50255875143228363
492	blk_1183487798518699657
223	blk_-1818166038657217301
1566	blk_-6709420678312653039
547	blk_114695623098175736
363	blk_2688104994074041961
471	blk_7889451204882720999
940	blk_6874419363506721550
126	blk_-6568289454169594123
677	blk_4127595489830981462
1703	blk_258552040069709660
1607	blk_-5797076533386822420
1777	blk_-7676349873052994886
1200	blk_6179789421874735316
1936	blk_3906666268379201149
1237	blk_5288893045472689060
1764	blk_-1533653604473937076
921	blk_7605318720212208448
1188	blk_7392441981822401589
1242	blk_-6199349359652879268
1896	blk_-2174560871014855490
1640	blk_5687649857005054531
1451	blk_2429046668157842077
959	blk_-5474480530150854035
662	blk_-5932205961750719960
24	blk_-7903747224705527609
866	blk_-3186979913279606336
1117	blk_-5805834353864704033
978	blk_8937957699869725387
728	blk_5248133281627883598
1661	blk_1136132572814363012
748	blk_1155552230661856125
988	blk_-8121573156101043835
847	blk_-1894274115520430907
1948	blk_4049861895492171495
1707	blk_5041088901635769107
942	blk_-3365727824926164864
316	blk_3042114735050472417
657	blk_5940890446414677049
1428	blk_-4652100339111678105
422	blk_-743973066441942951
1940	blk_1103683984058631164
64	blk_972295668031612769
931	blk_-3791442905510890860
734	blk_8567307890269298032
486	blk_1538003172835339211
436	blk_1300199193613049524
629	blk_-7300926844754795794
804	blk_5203595261095111600
818	blk_-1217715354738023335
350	blk_-1558963571712262355
1289	blk_2243994633847762864
1043	blk_-2479007012732612025
864	blk_-5194587091303777089
1262	blk_-4832086142238970938
566	blk_-8572284851207530988
1795	blk_-7493741982148533269
929	blk_-6664351844794944042
967	blk_-2879802240340615305
446	blk_-8975913141493734718
1992	blk_3414942263599626868
58	blk_5241344179238753160
1643	blk_8822326897810858626
738	blk_-4955903015547888641
71	blk_8623896570447921985
490	blk_-7315574198392668656
1726	blk_-7128513047242705122
1135	blk_1820308618463561348
941	blk_6381499550512755306
1392	blk_984232472855927874
540	blk_-8934481321149686350
961	blk_3817631577325767249
956	blk_7764943711260179755
1781	blk_5292995066057712563
1664	blk_8084757716364626204
1979	blk_5626812312542108744
1150	blk_-1113010826547588207
960	blk_2397087202942537962
670	blk_-702705171560545657
631	blk_2633072978144878027
20	blk_-7679859181506019977
1095	blk_1173904724976617158
112	blk_-6787183073454367448
163	blk_806064366014999598
1012	blk_-5880941424599278407
1649	blk_-5998493104708781114
877	blk_8711114852779128019
844	blk_6199167312493858247
873	blk_4582772475720702556
1932	blk_6287281966752561012
784	blk_-4802222269774021731
1468	blk_-305266777978582923
1093	blk_2986087463455823336
1739	blk_-8448099382020443732
554	blk_4079899412162662368
278	blk_6050679915924789794
337	blk_761517021961162420
1993	blk_2552133939568232685
1958	blk_-2972447717223392786
1331	blk_6089547414318970714
836	blk_-8917593696991695368
1099	blk_3963046857106084318
74	blk_-8660821674992407636
403	blk_-322507167005274033
161	blk_-1111640106583358264
1125	blk_-6898253145543719149
1532	blk_4685302673781820014
608	blk_-6806842710605017877
537	blk_-8139150302792393909
17	blk_-367192089739989199
66	blk_-570693370351084145
1261	blk_6371068233080331624
42	blk_5467436021248483594
979	blk_3923827480826331798
682	blk_1182561615896509340
1333	blk_6540201389251633511
754	blk_5781363868440221856
1483	blk_-7947456377370651197
1520	blk_8623896299579843410
1869	blk_5394385071977325517
1406	blk_2192587931825232962
324	blk_-6467793274516046793
188	blk_2861710581916831997
415	blk_-5198489176054782588
227	blk_6337050538817649794
585	blk_-1657635642838254301
502	blk_-5972409135548006821
1905	blk_5589185708756723232
1709	blk_-7908331379773300496
1543	blk_5491316544989848513
1417	blk_5700035258310652082
539	blk_1819101249173862153
1627	blk_-7753634030712093923
696	blk_1841042149357054303
390	blk_950948934881130155
1738	blk_6305750150591304774
1829	blk_-4893350468109186892
70	blk_8751031444154161762
1201	blk_6197023729067717735
1444	blk_3123763005136274719
263	blk_7584593023383167250
1710	blk_-6935928620598631727
1912	blk_5609228280750271633
254	blk_6135741649085395132
357	blk_162607954279210304
124	blk_317479626252764644
1720	blk_-4795173841594246192
1011	blk_3215993057801829414
654	blk_881412600236032164
515	blk_-7269680695246650265
761	blk_6226847445737000763
694	blk_2653703643954971841
1181	blk_-5557263630498313348
909	blk_-8444614675935254147
1073	blk_-3785515099482940532
1378	blk_6597306607699783395
651	blk_-7293848051638413864
210	blk_5116237489939565749
720	blk_-3191386560232265852
1446	blk_-6157032130744194281
1008	blk_5358593973635608844
814	blk_6832010268590785821
1870	blk_7731118317685830333
622	blk_-7523607180545705515
1052	blk_3391088072963073080
1857	blk_1410418683598140934
281	blk_-4157584045535334021
1693	blk_1792681282493286082
625	blk_9086380025151224273
533	blk_6816970734945470329
1526	blk_-8741071639361890237
1437	blk_1581972546520021611
1022	blk_-4813239819058867182
1366	blk_2736850435431728928
1080	blk_9212369422202134020
1322	blk_-6174883278728588909
849	blk_441860818360822451
778	blk_6692079322510840320
1945	blk_4787720719654837241
1994	blk_-6762187715728186263
1509	blk_4622332647206921753
1049	blk_-789194159746597907
1685	blk_-7758207895922838464
107	blk_2353494517258170609
1787	blk_-3051811373048076212
1938	blk_168221292569640257
1849	blk_-3630279654643041466
1085	blk_8250379529095985606
1318	blk_701805952718563498
1001	blk_8974487627679422300
1239	blk_-171557050576467133
1605	blk_4806769314968151398
483	blk_3234674231971917888
733	blk_-1892167253730717142
1309	blk_-6553479968668941019
1155	blk_-1209196691351052484
1351	blk_-8464700426881050866
1851	blk_-3218080652727691963
162	blk_-1356754195327883055
1158	blk_8218650150229527196
1983	blk_6716966267182198262
708	blk_8387359370906313094
1375	blk_-4647019069205773521
1895	blk_967265741879851711
235	blk_7515108573617080554
906	blk_-1450650073294545428
320	blk_316957742097465937
995	blk_5187774589831541448
1102	blk_-3104643239305427708
1972	blk_3472422055960488214
1395	blk_-2401728866620087456
1070	blk_-7235724400597705360
38	blk_-3344532388977781285
1619	blk_5267063085259458745
1676	blk_1188809819330226448
1183	blk_-2228965272706711814
1306	blk_-7600467057524538232
1385	blk_-8257437298771341551
642	blk_6028773777584191414
1822	blk_-1461124522574098172
1947	blk_2103259013226982593
588	blk_7411545855222090405
1626	blk_184770508154566465
1960	blk_1438867129624571576
1897	blk_2597037284204852189
1404	blk_-1229346510893467448
1742	blk_559985935617284516
716	blk_2047151724550639768
587	blk_-3217872231095224064
1176	blk_937218517611908678
704	blk_6336619474743982591
430	blk_8773862184884122019
1617	blk_9067050736083548971
736	blk_-237505827215391157
413	blk_-7677460214093719858
690	blk_8161063288379264268
501	blk_-3916609541269741485
1674	blk_-8960094743586095207
1493	blk_-5518403446383308463
496	blk_12517068061757102
1786	blk_803619428420707981
186	blk_1636654889232688307
641	blk_-2578264009456832814
639	blk_-3717806901259611645
583	blk_7601276662724653760
313	blk_-334193753969394018
1695	blk_-3495242139237336884
1264	blk_3901718033624125378
1048	blk_868231020271734447
1042	blk_8233085962071972684
1067	blk_-4857490647682328791
30	blk_-648710752348623321
586	blk_-4980812575967876599
1593	blk_5486418945957378152
895	blk_-2179804187775203328
455	blk_-350369781134566766
380	blk_-4070251939021102730
32	blk_1920432840713587666
1083	blk_4662182993484070286
881	blk_6728970487817269392
1	blk_6820563195349608351
1302	blk_-787272456818113729
1319	blk_-1217726030431096240
1584	blk_-4947434067702994766
397	blk_-6083121361960307712
893	blk_8563829104554913005
1489	blk_-4049717339400458026
395	blk_6629793968475526331
467	blk_4553532191951848918
1977	blk_-2283911984242462474
1061	blk_3171809005898068138
1475	blk_1786819947021414584
661	blk_529623389262389374
952	blk_-2446378854032517298
94	blk_3414240575067672134
1952	blk_-1929968700348696386
1088	blk_-4557944598246989581
31	blk_9085964767471621019
1563	blk_4382281164685903850
991	blk_-656025460239049026
13	blk_-5285248240471020408
1277	blk_-383579290581463759
1414	blk_3426222515028846372
1103	blk_-7595807558380275544
428	blk_5904975406279769261
1324	blk_-6980591132730444771
1481	blk_-16930276864581857
1445	blk_2912402803119490659
1434	blk_4410082759086053343
1973	blk_-8984076267343350995
480	blk_7906380903129160471
766	blk_-5464234919310758269
277	blk_-4110035093739238902
134	blk_7711593154574146528
740	blk_-3463364488458070705
141	blk_-4605838379528627123
1804	blk_-6557756154626646718
1497	blk_8692376390587613111
1443	blk_-4442344717766397528
1794	blk_-9035720503436804248
285	blk_2408323642341064080
1830	blk_-8172588145479457847
136	blk_-8896371446838252431
1667	blk_3986449677476743867
118	blk_8890025490939420937
891	blk_-9037485718711858799
567	blk_436380331625003476
1712	blk_5213009702277666624
509	blk_-462903628059955219
794	blk_3242341386539124624
7	blk_2882020659854556706
323	blk_-3309230001732904449
1637	blk_8666189189161993156
1334	blk_-3228365721179979288
1441	blk_7255134161768056502
1491	blk_-5217066017403721015
1904	blk_-4921692673207527558
1892	blk_4898475543777794557
110	blk_-5139101772303453282
1121	blk_-2323379756844534247
1143	blk_-7163384396886057129
1845	blk_-932049562710573973
284	blk_7199294210773825882
765	blk_-8615902656785241362
159	blk_2910642247972894512
258	blk_4535900943347567574
424	blk_-7865905901762146021
6	blk_-5888949746738321130
592	blk_-1739362369580227651
478	blk_-3521488911244431988
854	blk_7360800939988214797
1522	blk_-1403608860317397438
1516	blk_-7447781526791563797
584	blk_5288809963555361685
472	blk_-5353345354729346776
1524	blk_3070849871054211075
1170	blk_1568964308223333803
1300	blk_-2435861927648539382
1725	blk_8631597175274663709
1562	blk_-509792183099715156
1278	blk_6809337250276157745
75	blk_-5111705809953228582
1700	blk_-260427731419217766
578	blk_2126596200864552086
500	blk_-5479333529822029511
1598	blk_8103253630564637503
1311	blk_4520126098000345936
27	blk_-3573447356493775824
104	blk_4306980649289068181
98	blk_2442216429478847556
505	blk_7440684620180213065
1195	blk_1867721206202552533
207	blk_2373270422002186949
555	blk_-52523178927147627
356	blk_-2534585247685847852
81	blk_-7537228990403228674
1246	blk_5001715759604543490
245	blk_1483777101878184628
401	blk_4889263048691531414
423	blk_5847315820266281360
333	blk_-2808606698863489096
348	blk_6404633404846725765
1769	blk_2264845868100321358
904	blk_-8373327203906935778
1741	blk_4405977752425995022
143	blk_553239847212927801
1577	blk_8504216075562979121
992	blk_-8618836175790928965
619	blk_-1861300705055668870
1028	blk_-8898401802648402006
1518	blk_-5072934955730587928
860	blk_9124659569860944470
431	blk_-9032629961227030667
973	blk_-3114072833235754562
1930	blk_-7309653600937420013
198	blk_-2099066534842134781
417	blk_-2531737182110010922
1279	blk_5812964167382841961
1046	blk_-8291517804439170360
247	blk_-8653433913189934291
1833	blk_7811021487950970145
252	blk_-746041442617731913
958	blk_4852478328776528907
1194	blk_5764700698147427032
1917	blk_1338250743002416101
1823	blk_7676288857228377074
1281	blk_6970105439150182533
575	blk_-7350913357749246673
1213	blk_9017479093372915395
894	blk_3453338002429733623
993	blk_-8194682427087771922
1108	blk_-4127064059884853414
1687	blk_9203076574750355142
1152	blk_1015589182412628252
618	blk_8872751019653769577
1865	blk_8350607855536637049
1980	blk_-7093256336444542788
116	blk_-657270459551794507
1778	blk_-7642887762379972419
758	blk_1829224524135677915
1432	blk_2778042310495013473
156	blk_-3169406462009531513
1731	blk_1680675091142269549
1760	blk_-4702134678929103530
1325	blk_-6861347361546763258
306	blk_-7503274530876044651
1868	blk_-6061871044698067840
1902	blk_7494209319924629560
1377	blk_-3114437812515793184
1304	blk_-5791279359232059939
1652	blk_-594379385762225459
1850	blk_8279249967817212991
1957	blk_-6713806621919759332
1819	blk_6124820974286769719
1105	blk_4016813409224929203
1771	blk_-4067967538194619460
1797	blk_1141922540656316255
164	blk_5297916225395586278
1571	blk_5013119343516542556
1269	blk_-4519725807951399600
1835	blk_-8142721606243718957
1474	blk_1417733935246563935
1292	blk_4627707810517018713
1920	blk_8751849783138462572
1484	blk_-3525933300961577213
683	blk_48347373120950785
924	blk_6441831973524211939
1178	blk_-8645889360641967556
1050	blk_3849966496292585647
532	blk_6054235487623373096
1602	blk_1869438165000763326
1785	blk_-7378638626599750254
643	blk_-7014837959072781625
18	blk_-6943310589642564051
1755	blk_-4727294971482927068
79	blk_8508658128213557108
95	blk_-5461208150720942096
949	blk_3093192327366783581
1174	blk_-365701164441964511
1650	blk_-3804669050776076450
1966	blk_5953238497674899327
820	blk_-5563331221340170267
1986	blk_1329844361766255372
1628	blk_-6431759483579157809
1788	blk_863783149841776565
312	blk_-1784513834618103906
1251	blk_-1101102172400707288
1722	blk_-3919432858305715098
47	blk_-3597490132169504507
1465	blk_-1862037667098430227
214	blk_-5036009529298961155
449	blk_6950199858114624146
1387	blk_3863727342424109423
451	blk_3816907358423709223
1066	blk_-5561288274492542272
1360	blk_-1157474544989691553
902	blk_8677039543239123128
1473	blk_-7625089555414799602
850	blk_-3839911817559180387
114	blk_7854356387306815529
1635	blk_4534137979305349615
52	blk_1323420654860270872
344	blk_820383797827791601
563	blk_-2175852771663159532
951	blk_-5884454738987818218
346	blk_3677711246954474532
1100	blk_5657594081780199569
1058	blk_-2589992550012130595
1613	blk_-7399746836369371626
1807	blk_-7741246755124805257
697	blk_7191643929055243769
1748	blk_3356955470665197260
590	blk_-7045453830322706872
1941	blk_-591701742032821095
1982	blk_-1061604122859434344
1743	blk_5074681042245603990
699	blk_-2926694936413397379
463	blk_-3433638476369128292
1887	blk_3707827597334286361
1189	blk_3788182941026461377
1175	blk_-8722878602915750322
117	blk_2119944872574189583
797	blk_8922874071813026458
1625	blk_-1176909374009413396
325	blk_-3945927436725698157
1120	blk_-1917015800832864291
1706	blk_1463508020214496896
742	blk_2734358199845340015
257	blk_-857494938914760424
321	blk_1384854280246503534
1116	blk_6584898489856203067
1847	blk_2457538042697102355
1294	blk_8214922803538103205
674	blk_6695488407121595142
1461	blk_4526123261817686734
1470	blk_-518093879294902526
1245	blk_8025295950644676301
1051	blk_-1434995263135446411
1579	blk_-5682902929709310596
739	blk_6165193401629224438
1551	blk_4334323341241130013
1730	blk_-5548738001534799218
851	blk_4983762242960039935
477	blk_-1293767576866957719
1180	blk_-4915267959146765646
189	blk_-4687166799479725526
971	blk_5698779870813887808
1736	blk_-6326779331849405428
1113	blk_5936952152926868673
438	blk_3592846868364006136
22	blk_7817601891802905164
326	blk_9085947223700676873
115	blk_-1039952225993451281
68	blk_-6063149068932408368
647	blk_-2513253090129517564
1098	blk_6003315898379809163
1544	blk_-3878830386138150203
1654	blk_-8286451003607092558
1803	blk_-8171303919402985221
888	blk_-3798835277683474938
614	blk_5357210755617590148
998	blk_8062481799623841848
1548	blk_-1793512757967958134
1937	blk_-7823532911071383366
405	blk_-3567052063809807986
508	blk_3027794913679236219
737	blk_1646713302791568628
191	blk_5992551897060311526
1191	blk_3528440542605315460
1362	blk_-2219018760877430483
1287	blk_-3075683273466857182
845	blk_-342255566317140747
805	blk_1484287400548195889
695	blk_-9203008503018824746
448	blk_6528239161335075666
1961	blk_6664349584596441747
729	blk_5668896170168719932
231	blk_2410931875262151940
1202	blk_-141062515558187754
367	blk_1939502697678763286
825	blk_7399477588722506615
1149	blk_-6384609263743204317
715	blk_5339924278664993566
1317	blk_843685074826765148
1918	blk_-9004218946417380070
1717	blk_-4208910622723877013
1034	blk_-3916978792591627425
1323	blk_4281341540066274056
1861	blk_-3875407535902716668
534	blk_-6755056014212612247
897	blk_-180423070650188289
1123	blk_-4953532897910536477
1346	blk_7520609715626844258
1783	blk_1707501306078835644
1621	blk_6816824270242611981
1119	blk_-9204237443234225069
130	blk_-6525798005577130210
1221	blk_2109639598006042298
416	blk_-4414206737448282151
354	blk_2824859244141391511
1541	blk_-4594249076631352535
351	blk_-5626176096730043141
1018	blk_-228937844790613444
1343	blk_-1920373854372345393
1450	blk_-2888244478992406435
1266	blk_6021194051086252255
298	blk_-8463917145144122922
1393	blk_-5462091260640962669
229	blk_7861119004634022564
1894	blk_6327722026450564229
349	blk_-3830936877901592459
341	blk_-4609765127541989609
1107	blk_958148915285060290
1528	blk_3144321178401722031
874	blk_3759493803665177609
823	blk_1916646285783594175
1141	blk_4318467936914801719
595	blk_5845537142995413194
1802	blk_3124335790292809281
970	blk_-4907402967798941657
402	blk_-8174402652053583507
442	blk_-5569017680139886889
1030	blk_-164171467316922307
1529	blk_-411639804643416234
1081	blk_2632324110173051437
1525	blk_5867086738607668621
273	blk_-7620531982591850578
1329	blk_-647716034854857274
1388	blk_-7274180616957838009
1772	blk_8064438576036104119
1798	blk_633397085173164714
750	blk_3277152940313420189
1339	blk_-8496963779357727977
717	blk_-7698463145622872108
815	blk_7998875725528060408
1573	blk_772476065067642909
73	blk_-2567567903444091401
548	blk_1073614149595001071
1227	blk_2489922720928343360
580	blk_-6585505650671318949
1496	blk_3088148303038855267
108	blk_4858463061667995984
1140	blk_-29045447270893838
953	blk_3945895687212913773
848	blk_8302495267924768571
1464	blk_2055021714284667612
1888	blk_-5684766986473720459
1596	blk_-354286103793254635
125	blk_-3130179702771811082
709	blk_6285736392312650013
1848	blk_-681921332288682924
1899	blk_-27502291035805148
1591	blk_340448162784010365
5	blk_3305276083657028652
859	blk_-5838145654281164056
4	blk_2232877980011946765
234	blk_2495202323331725782
669	blk_-5009887271108588079
1867	blk_2539889266489841331
128	blk_-9918591423850438
599	blk_3235630430398393939
1421	blk_-815169218732309917
1745	blk_763836753278844967
732	blk_2113880130496815041
291	blk_3477266685881370799
1064	blk_1089134406849421583
1252	blk_6980129148548643733
249	blk_6677325649405924685
1913	blk_5287056630174845783
1831	blk_357585686908873166
822	blk_3990892558673090263
1914	blk_-4970874902661504146
1583	blk_-7326451100982792684
636	blk_5581924435687130548
568	blk_-3236569820290290834
1422	blk_1753669204445614236
370	blk_7400935904045084242
1145	blk_3729592505557198403
1471	blk_4747106430734205482
545	blk_-8358806611261735544
57	blk_7773862548301296504
204	blk_-2535587354063084296
1301	blk_-516643944686977406
1492	blk_5821922179274466862
228	blk_-8146098583582743439
1348	blk_-3935101460155740437
288	blk_-1450057240463453361
1774	blk_3171761285298609168
1225	blk_-3401137804650185324
1006	blk_797145623477700097
559	blk_6946890916918161642
946	blk_-8247344370128470035
1112	blk_-2800104361238175496
506	blk_3636602413236650612
1537	blk_-7319688725556532503
1828	blk_-829500640183191780
294	blk_6692725938560585091
773	blk_1696060796154702402
384	blk_-5263906054539220647
1109	blk_-9119658361869248405
1363	blk_2066233043904715403
208	blk_-6710973623532704950
206	blk_-4308916265293656246
1424	blk_6185751935716710970
1815	blk_-4337220820416025909
1104	blk_-1247752935799725638
1367	blk_3709090092193206784
1111	blk_269297752850249859
1321	blk_2823836106919913339
842	blk_2952537468429343935
878	blk_2483719713185241933
945	blk_6451987375600860756
969	blk_6906469888097576123
1089	blk_-7241739927553650321
981	blk_-3993045988989061637
146	blk_-7205921395541214733
1423	blk_606943341349963388
364	blk_7588939077706989614
1641	blk_5638269575569611450
603	blk_-8434639168416039963
329	blk_-1135706256191924402
406	blk_88381706351950674
1812	blk_8316466465297193244
1911	blk_-5728395630524665512
856	blk_-2590358060360807365
1808	blk_-3863473051793077606
763	blk_811981287556513369
168	blk_4995582343036886154
653	blk_2283048269549739748
1935	blk_-1707736743875692352
1168	blk_5618642471699972161
1163	blk_-7574590472918637085
97	blk_4447071511836165413
1280	blk_3579726014813351036
205	blk_990791043773404953
1773	blk_8134358631031175684
1283	blk_5873713302075223285
33	blk_2546825194496209073
980	blk_-2707330000049888509
950	blk_4287522089534481058
1094	blk_-9177541485691728350
101	blk_-5518848692512041028
735	blk_-5438164046195055533
167	blk_-851164753401278734
901	blk_8427805825626946880
1610	blk_2189083477803984631
1236	blk_-5862308182422206918
1657	blk_4405774048709828204
454	blk_-5894882058298023952
1889	blk_4813796049610007381
1517	blk_5307652757570634898
607	blk_-4836597178981600041
318	blk_-1629179087098156663
1381	blk_-6306534535068371862
1554	blk_-5866483166855987432
1964	blk_1521090462185413976
546	blk_6693811035845929301
484	blk_-3456276921885363564
1478	blk_8899260201690493457
1447	blk_8525339293371898681
600	blk_-4397595712603155623
1679	blk_-5415011437901260176
1539	blk_-8725328984891663956
779	blk_2156342361535446056
1670	blk_-7003104457212027163
1419	blk_-6867452488949810534
1127	blk_482953874044025420
1075	blk_-1220619474828528647
434	blk_-849513046555160670
1212	blk_-3323199211772952413
1426	blk_-7760113893525139008
255	blk_4950207668418898477
538	blk_5633974380032341685
1068	blk_2730903545422790111
543	blk_3917069037939864891
1708	blk_-7056528320626013400
1456	blk_-1178823169810547493
1922	blk_2384517336395047160
1217	blk_-4498583345905990762
604	blk_-6131814502759934718
90	blk_7774749374477516409
301	blk_6573683994224697101
1614	blk_2988797696280903623
1988	blk_5175438594525934604
1467	blk_-3112050872944319189
366	blk_-5643928148795356312
1638	blk_-8572618809834475187
925	blk_-8362416244063577898
1379	blk_1633383780288017714
1631	blk_7738730489986386356
1999	blk_725346753267797262
1928	blk_-7952550834200924411
129	blk_-8040341909893297384
420	blk_-2241950517398141400
1531	blk_3022921918171587280
262	blk_728020313795791598
1216	blk_5847576384119266376
1453	blk_-2850519417569606065
19	blk_-7112710831303982249
1615	blk_5491980095862775523
216	blk_-5466530800563232933
1910	blk_1180842846320218474
869	blk_4692385593422649540
16	blk_-7174841126779312110
1079	blk_4932862816578183771
481	blk_-6254779348581923536
345	blk_-5880736300010919292
1133	blk_-9174294316175468158
889	blk_1044207927230656911
1436	blk_-4251388066644598809
439	blk_-5852690935712595530
1839	blk_7120841451213184647
1949	blk_4883562434230925695
1934	blk_-5538858995058030568
332	blk_-5775803752803597384
965	blk_-1183817701953986049
549	blk_7764499175443284769
1418	blk_1717880081632945870
1224	blk_1284358739728981545
1320	blk_87746021975112300
